# SUBTLEX-US word frequencies (Brysbaert & New 2009; Zipf scale per Van Heuven et al. 2014)
# word	zipf	dominant_part_of_speech
semple	2.672	Name
sentient	2.672	Adjective
sep	2.672	Name
sexton	2.672	Name
shad	2.672	Name
shanty	2.672	Noun
sidearm	2.672	Noun
sill	2.672	Noun
sizing	2.672	Verb
skidded	2.672	Verb
slasher	2.672	Noun
slayers	2.672	Noun
sliver	2.672	Noun
slowest	2.672	Adjective
smackers	2.672	Noun
soared	2.672	Verb
soars	2.672	Verb
sodding	2.672	Adjective
softener	2.672	Noun
sou	2.672	Noun
sous	2.672	Unclassified
spheres	2.672	Noun
splashes	2.672	Verb
spores	2.672	Noun
spuds	2.672	Noun
squabble	2.672	Noun
stabs	2.672	Verb
stately	2.672	Adjective
stirrups	2.672	Noun
stumbles	2.672	Verb
suey	2.672	Noun
sundial	2.672	Noun
swanny	2.672	Name
swellest	2.672	Adjective
tabasco	2.672	Name
tailgate	2.672	Noun
tamer	2.672	Noun
tarry	2.672	Verb
teatime	2.672	Noun
teething	2.672	Noun
terminus	2.672	Noun
thataway	2.672	Noun
thistle	2.672	Noun
tiers	2.672	Noun
tinted	2.672	Verb
trawler	2.672	Noun
trod	2.672	Verb
trojans	2.672	Noun
truffle	2.672	Noun
tugboat	2.672	Noun
twosome	2.672	Noun
unfolds	2.672	Verb
unsound	2.672	Adjective
vaccines	2.672	Noun
veg	2.672	Noun
vomits	2.672	Verb
waddle	2.672	Verb
walled	2.672	Verb
waning	2.672	Adjective
warlords	2.672	Noun
wigged	2.672	Verb
willet	2.672	Name
woodsman	2.672	Noun
wormwood	2.672	Noun
yelping	2.672	Verb
yukon	2.672	Name
yuppies	2.672	Noun
zanzibar	2.672	Name
zigzag	2.672	Noun
zits	2.672	Noun
acclaim	2.654	Noun
acreage	2.654	Noun
admin	2.654	Noun
advisees	2.654	Noun
agitate	2.654	Verb
algae	2.654	Noun
amaretto	2.654	Noun
andes	2.654	Name
androids	2.654	Noun
angling	2.654	Verb
angola	2.654	Name
antennas	2.654	Noun
ascended	2.654	Verb
assisi	2.654	Name
astound	2.654	Verb
attest	2.654	Verb
azazel	2.654	Name
bache	2.654	Noun
bade	2.654	Verb
ballads	2.654	Noun
banked	2.654	Verb
batten	2.654	Verb
bauble	2.654	Noun
beaker	2.654	Noun
befriend	2.654	Verb
belated	2.654	Adjective
benes	2.654	Name
benzene	2.654	Noun
blam	2.654	Verb
blowjobs	2.654	Noun
bobbins	2.654	Name
bolivar	2.654	Name
bovine	2.654	Adjective
breadth	2.654	Noun
brewed	2.654	Verb
bumbling	2.654	Verb
bungo	2.654	Noun
burdon	2.654	Name
bursitis	2.654	Noun
butted	2.654	Verb
bylaws	2.654	Noun
calgary	2.654	Name
calluses	2.654	Noun
canes	2.654	Noun
cappella	2.654	Noun
cassius	2.654	Name
chargers	2.654	Noun
chariots	2.654	Noun
chats	2.654	Noun
chilean	2.654	Adjective
clack	2.654	Verb
cleanser	2.654	Noun
cleat	2.654	Noun
clement	2.654	Name
clenched	2.654	Verb
cloths	2.654	Noun
coercion	2.654	Noun
collin	2.654	Noun
comte	2.654	Name
concise	2.654	Adjective
consist	2.654	Verb
couches	2.654	Noun
cpl	2.654	Name
crackles	2.654	Noun
cranny	2.654	Noun
crimp	2.654	Noun
cripes	2.654	Interjection
crone	2.654	Noun
cuckold	2.654	Noun
curd	2.654	Noun
cyst	2.654	Noun
damning	2.654	Verb
deco	2.654	Noun
decoder	2.654	Noun
decoys	2.654	Noun
delude	2.654	Verb
demerits	2.654	Noun
departs	2.654	Verb
deviated	2.654	Verb
diggers	2.654	Noun
diluted	2.654	Verb
dismayed	2.654	Adjective
diss	2.654	Verb
dived	2.654	Verb
divvy	2.654	Noun
dodgy	2.654	Adjective
doughy	2.654	Name
downtime	2.654	Noun
draco	2.654	Name
drafting	2.654	Verb
dramas	2.654	Noun
drier	2.654	Adjective
drizzle	2.654	Noun
dunked	2.654	Verb
earful	2.654	Noun
embalmed	2.654	Verb
emu	2.654	Noun
entails	2.654	Verb
entitle	2.654	Verb
epitome	2.654	Noun
eton	2.654	Name
eventual	2.654	Adjective
eyeful	2.654	Noun
fatigues	2.654	Noun
fattest	2.654	Adjective
faze	2.654	Verb
feasting	2.654	Verb
fir	2.654	Noun
fissure	2.654	Noun
flooring	2.654	Noun
foray	2.654	Noun
forbade	2.654	Verb
fords	2.654	Name
formulas	2.654	Noun
fronted	2.654	Verb
fullback	2.654	Noun
gassy	2.654	Adjective
girth	2.654	Noun
glaring	2.654	Adjective
glisten	2.654	Verb
gnat	2.654	Noun
greets	2.654	Verb
guff	2.654	Noun
gulag	2.654	Noun
haggling	2.654	Verb
hails	2.654	Verb
hairpins	2.654	Noun
headsets	2.654	Noun
hellcats	2.654	Noun
hotshots	2.654	Noun
huffing	2.654	Verb
humdrum	2.654	Adjective
humps	2.654	Noun
ideally	2.654	Adverb
inane	2.654	Adjective
infamy	2.654	Noun
infidels	2.654	Noun
iran	2.654	Name
ireland	2.654	Name
isnt	2.654	Verb
jasmin	2.654	Noun
jemima	2.654	Name
joes	2.654	Name
joked	2.654	Verb
kenner	2.654	Name
kike	2.654	Noun
kinship	2.654	Noun
kooks	2.654	Noun
krispies	2.654	Noun
lacquer	2.654	Noun
lamest	2.654	Adjective
lancer	2.654	Noun
lanky	2.654	Adjective
lapels	2.654	Noun
lapsed	2.654	Verb
larboard	2.654	Noun
latimer	2.654	Name
lawless	2.654	Adjective
leipzig	2.654	Name
leniency	2.654	Noun
leveling	2.654	Verb
linguini	2.654	Noun
livid	2.654	Adjective
lobbyist	2.654	Noun
looped	2.654	Verb
lop	2.654	Verb
lopsided	2.654	Verb
lum	2.654	Noun
lunkhead	2.654	Noun
luring	2.654	Verb
maim	2.654	Verb
mainsail	2.654	Noun
malady	2.654	Noun
malo	2.654	Name
mangoes	2.654	Noun
manors	2.654	Name
mariner	2.654	Noun
masa	2.654	Name
medicate	2.654	Verb
melodies	2.654	Noun
menthol	2.654	Noun
merged	2.654	Verb
meteors	2.654	Noun
mics	2.654	Noun
mildew	2.654	Noun
mire	2.654	Noun
missis	2.654	Noun
moos	2.654	Noun
muddle	2.654	Verb
mulch	2.654	Noun
mutter	2.654	Verb
napier	2.654	Name
naturel	2.654	Adverb
newlywed	2.654	Noun
nobly	2.654	Adverb
notably	2.654	Adverb
nourish	2.654	Verb
obeys	2.654	Verb
offline	2.654	Adverb
offstage	2.654	Adverb
omicron	2.654	Noun
oncoming	2.654	Adjective
opiates	2.654	Noun
osi	2.654	Noun
outcomes	2.654	Noun
overview	2.654	Noun
oxen	2.654	Noun
packer	2.654	Noun
paperboy	2.654	Noun
paraffin	2.654	Noun
parkers	2.654	Name
paving	2.654	Verb
peeped	2.654	Verb
pelts	2.654	Noun
peptide	2.654	Noun
pieced	2.654	Verb
pinnacle	2.654	Noun
plating	2.654	Noun
playa	2.654	Noun
plebes	2.654	Noun
potluck	2.654	Noun
potters	2.654	Name
premiums	2.654	Noun
primping	2.654	Verb
proton	2.654	Noun
proximal	2.654	Adjective
pulley	2.654	Noun
pursuant	2.654	Preposition
quips	2.654	Noun
ramrod	2.654	Noun
ramson	2.654	Name
recoil	2.654	Noun
reduces	2.654	Verb
refine	2.654	Verb
reigns	2.654	Verb
riverbed	2.654	Noun
roadkill	2.654	Noun
roams	2.654	Verb
rockers	2.654	Noun
roughest	2.654	Adjective
royals	2.654	Noun
rustical	2.654	Adjective
safes	2.654	Noun
sai	2.654	Name
salons	2.654	Noun
salvaged	2.654	Verb
sardinia	2.654	Name
sari	2.654	Noun
satanism	2.654	Noun
scuffle	2.654	Noun
seesaw	2.654	Noun
sheng	2.654	Name
signaled	2.654	Verb
silliest	2.654	Adjective
slings	2.654	Noun
slobber	2.654	Noun
slurp	2.654	Noun
sobered	2.654	Verb
solarium	2.654	Noun
souffle	2.654	Noun
soulful	2.654	Adjective
stalwart	2.654	Adjective
stewed	2.654	Verb
stipend	2.654	Noun
strolled	2.654	Verb
subtly	2.654	Adverb
suffolk	2.654	Name
sumatra	2.654	Name
sunroof	2.654	Noun
sunways	2.654	Name
swarms	2.654	Noun
tallyho	2.654	Interjection
tantric	2.654	Adjective
tarmac	2.654	Noun
taro	2.654	Noun
tau	2.654	Noun
tearful	2.654	Adjective
thrashed	2.654	Verb
thrift	2.654	Noun
tingles	2.654	Noun
tiu	2.654	Name
toffee	2.654	Noun
tomahawk	2.654	Noun
totalled	2.654	Verb
toyed	2.654	Verb
trainees	2.654	Noun
tremors	2.654	Noun
triples	2.654	Noun
trisha	2.654	Name
trotter	2.654	Name
truest	2.654	Adjective
tuppence	2.654	Noun
turrets	2.654	Noun
tweeter	2.654	Name
unturned	2.654	Adjective
urchin	2.654	Noun
vaginas	2.654	Noun
velour	2.654	Noun
viceroy	2.654	Noun
vitally	2.654	Adverb
waltzes	2.654	Verb
waver	2.654	Verb
weekday	2.654	Noun
wenches	2.654	Noun
wheaties	2.654	Name
whizzing	2.654	Verb
willey	2.654	Name
winking	2.654	Verb
winos	2.654	Noun
wipers	2.654	Noun
woodshed	2.654	Noun
wuzzy	2.654	Name
yielding	2.654	Verb
yoke	2.654	Noun
yosemite	2.654	Name
yucky	2.654	Adjective
zenith	2.654	Noun
zipping	2.654	Verb
aardvark	2.634	Noun
ablaze	2.634	Adjective
abysmal	2.634	Adjective
aclu	2.634	Noun
agendas	2.634	Noun
agin	2.634	Noun
agrestic	2.634	Noun
algerian	2.634	Adjective
alhambra	2.634	Name
alight	2.634	Verb
alky	2.634	Adjective
alluring	2.634	Adjective
ands	2.634	Noun
angora	2.634	Noun
anklet	2.634	Noun
arcane	2.634	Adjective
arenas	2.634	Noun
argus	2.634	Name
armchair	2.634	Noun
asphyxia	2.634	Noun
atrophy	2.634	Noun
auctions	2.634	Noun
baggie	2.634	Noun
bandanna	2.634	Noun
baritone	2.634	Noun
barnard	2.634	Name
barns	2.634	Noun
batts	2.634	Noun
beached	2.634	Verb
bearskin	2.634	Noun
bebop	2.634	Noun
bello	2.634	Noun
benched	2.634	Verb
betters	2.634	Noun
blanca	2.634	Name
bleeping	2.634	Verb
bonne	2.634	Noun
bookings	2.634	Noun
bookmark	2.634	Noun
braceros	2.634	Noun
brander	2.634	Name
brash	2.634	Adjective
brigades	2.634	Noun
brokered	2.634	Verb
brrr	2.634	Unclassified
brunhild	2.634	Name
brutish	2.634	Adjective
bubonic	2.634	Adjective
buggies	2.634	Noun
bungled	2.634	Verb
burps	2.634	Verb
caca	2.634	Noun
cakewalk	2.634	Noun
cancers	2.634	Noun
canker	2.634	Noun
capulet	2.634	Noun
cased	2.634	Verb
cashews	2.634	Noun
catnip	2.634	Noun
cavemen	2.634	Noun
cawing	2.634	Verb
cellist	2.634	Noun
cervix	2.634	Noun
chiffre	2.634	Name
cholo	2.634	Noun
cleats	2.634	Noun
clicker	2.634	Noun
clod	2.634	Noun
clogs	2.634	Noun
codfish	2.634	Noun
coerce	2.634	Verb
coloreds	2.634	Noun
competed	2.634	Verb
computed	2.634	Verb
conjured	2.634	Verb
conk	2.634	Verb
consular	2.634	Adjective
consults	2.634	Verb
contessa	2.634	Noun
copter	2.634	Noun
cordoned	2.634	Verb
cowhand	2.634	Noun
crayon	2.634	Noun
credence	2.634	Noun
creeped	2.634	Verb
crevice	2.634	Noun
cuddy	2.634	Noun
culpa	2.634	Noun
culprits	2.634	Noun
dams	2.634	Noun
decently	2.634	Adverb
defected	2.634	Verb
defrost	2.634	Verb
dei	2.634	Name
depicted	2.634	Verb
depose	2.634	Verb
deric	2.634	Name
desi	2.634	Noun
diced	2.634	Verb
diddling	2.634	Verb
dike	2.634	Noun
dinero	2.634	Noun
dippy	2.634	Adjective
dipsy	2.634	Adjective
disown	2.634	Verb
displace	2.634	Verb
doberman	2.634	Noun
doer	2.634	Noun
downy	2.634	Adjective
dullard	2.634	Noun
dusky	2.634	Adjective
earthy	2.634	Adjective
edifice	2.634	Noun
elisha	2.634	Name
elude	2.634	Verb
enabling	2.634	Verb
engages	2.634	Verb
enriched	2.634	Verb
entreat	2.634	Verb
eras	2.634	Noun
euphoric	2.634	Adjective
farmed	2.634	Adjective
favoring	2.634	Verb
feeders	2.634	Noun
flatbed	2.634	Adjective
flue	2.634	Noun
fluently	2.634	Adverb
flutes	2.634	Noun
foregone	2.634	Adjective
forlorn	2.634	Adjective
foundry	2.634	Noun
foxholes	2.634	Noun
frowned	2.634	Verb
gaelic	2.634	Adjective
galilee	2.634	Name
gaudy	2.634	Adjective
gelding	2.634	Noun
glancing	2.634	Verb
gnawing	2.634	Verb
godlike	2.634	Adjective
goebbels	2.634	Name
grandest	2.634	Adjective
graphite	2.634	Noun
greaser	2.634	Noun
gribble	2.634	Name
grime	2.634	Noun
grooves	2.634	Noun
gunplay	2.634	Noun
handel	2.634	Name
hankie	2.634	Noun
harts	2.634	Name
haughty	2.634	Adjective
headband	2.634	Noun
hecate	2.634	Noun
heckling	2.634	Verb
helipad	2.634	Noun
heliport	2.634	Noun
heparin	2.634	Noun
herein	2.634	Adverb
hesitant	2.634	Adjective
hikers	2.634	Noun
hoisted	2.634	Verb
hollers	2.634	Verb
honkies	2.634	Noun
huerta	2.634	Name
hugger	2.634	Noun
humpback	2.634	Noun
husk	2.634	Noun
hyacinth	2.634	Noun
impeach	2.634	Verb
incite	2.634	Verb
indirect	2.634	Adjective
invoking	2.634	Verb
ipecac	2.634	Noun
ischemic	2.634	Adjective
jawbone	2.634	Noun
jerseys	2.634	Noun
jesters	2.634	Noun
jesuits	2.634	Noun
jewelers	2.634	Noun
jittery	2.634	Adjective
junta	2.634	Name
knotted	2.634	Verb
lapdog	2.634	Noun
lapping	2.634	Verb
leighton	2.634	Name
lep	2.634	Noun
lev	2.634	Name
levitate	2.634	Verb
lidia	2.634	Noun
lire	2.634	Noun
lisp	2.634	Noun
longboat	2.634	Noun
loom	2.634	Noun
lounging	2.634	Verb
lurk	2.634	Verb
mails	2.634	Noun
mares	2.634	Noun
marxist	2.634	Adjective
mauser	2.634	Name
meanie	2.634	Noun
meanies	2.634	Noun
medial	2.634	Adjective
melba	2.634	Noun
meows	2.634	Verb
meta	2.634	Name
migrate	2.634	Verb
misfire	2.634	Noun
mislaid	2.634	Verb
mitigate	2.634	Verb
montero	2.634	Name
mops	2.634	Noun
mordecai	2.634	Name
moulin	2.634	Unclassified
munster	2.634	Name
nave	2.634	Noun
noll	2.634	Name
nuance	2.634	Noun
obesity	2.634	Noun
ocular	2.634	Adjective
oedipal	2.634	Adjective
oft	2.634	Adverb
oneness	2.634	Noun
opted	2.634	Verb
orally	2.634	Adverb
orbs	2.634	Noun
orth	2.634	Name
ottawa	2.634	Name
outage	2.634	Noun
outbid	2.634	Verb
outgrow	2.634	Verb
overlord	2.634	Noun
overseer	2.634	Noun
pallet	2.634	Noun
palpable	2.634	Adjective
pantheon	2.634	Noun
parley	2.634	Noun
pasted	2.634	Verb
payout	2.634	Noun
penney	2.634	Name
periodic	2.634	Adjective
pertains	2.634	Verb
petri	2.634	Noun
phoebus	2.634	Name
pinata	2.634	Noun
pisces	2.634	Name
pizzeria	2.634	Noun
plucking	2.634	Verb
plummet	2.634	Verb
ponds	2.634	Noun
pothead	2.634	Noun
potomac	2.634	Name
prefix	2.634	Noun
pretence	2.634	Noun
prides	2.634	Verb
prunella	2.634	Name
purring	2.634	Verb
purslane	2.634	Noun
quandary	2.634	Noun
raffles	2.634	Noun
ramming	2.634	Verb
ramps	2.634	Noun
ravel	2.634	Name
reared	2.634	Verb
rehash	2.634	Verb
rescues	2.634	Verb
retrial	2.634	Noun
rhetoric	2.634	Noun
rickety	2.634	Adjective
roust	2.634	Verb
runneth	2.634	Verb
sawmill	2.634	Noun
scag	2.634	Noun
scallops	2.634	Noun
scoff	2.634	Verb
scorer	2.634	Noun
scullery	2.634	Noun
sediment	2.634	Noun
seekers	2.634	Noun
shavings	2.634	Noun
shear	2.634	Verb
sheds	2.634	Noun
sig	2.634	Verb
silken	2.634	Adjective
sips	2.634	Noun
sirius	2.634	Name
skewer	2.634	Noun
skivvies	2.634	Noun
smidgen	2.634	Noun
snoops	2.634	Noun
softy	2.634	Noun
solos	2.634	Noun
soony	2.634	Noun
sorrel	2.634	Noun
spares	2.634	Verb
spiel	2.634	Noun
spindle	2.634	Noun
spires	2.634	Noun
spittoon	2.634	Noun
sprints	2.634	Noun
steeple	2.634	Noun
stigmata	2.634	Noun
stoic	2.634	Adjective
stringy	2.634	Adjective
sublevel	2.634	Noun
summed	2.634	Verb
surfed	2.634	Verb
swabbed	2.634	Verb
swahili	2.634	Noun
swiping	2.634	Verb
taber	2.634	Name
tach	2.634	Noun
teaming	2.634	Verb
template	2.634	Noun
tempus	2.634	Noun
torrent	2.634	Noun
toting	2.634	Verb
tramell	2.634	Name
trapdoor	2.634	Noun
trembled	2.634	Verb
trib	2.634	Name
tubman	2.634	Name
tugging	2.634	Verb
turbines	2.634	Noun
unison	2.634	Noun
untidy	2.634	Adjective
uploaded	2.634	Verb
upstart	2.634	Noun
urd	2.634	Noun
varmints	2.634	Noun
varnish	2.634	Noun
veracity	2.634	Noun
vigor	2.634	Noun
voyeur	2.634	Noun
walla	2.634	Name
warners	2.634	Name
wellness	2.634	Noun
whittle	2.634	Verb
whoring	2.634	Verb
wienie	2.634	Noun
wile	2.634	Noun
wisp	2.634	Noun
wriggle	2.634	Verb
wringer	2.634	Noun
writhing	2.634	Verb
xenia	2.634	Name
yielded	2.634	Verb
yolk	2.634	Noun
zeta	2.634	Noun
zig	2.634	Verb
abductee	2.614	Noun
abject	2.614	Adjective
acquaint	2.614	Verb
adjuster	2.614	Noun
adonis	2.614	Noun
agile	2.614	Adjective
airbag	2.614	Noun
alters	2.614	Verb
amassed	2.614	Verb
anaheim	2.614	Name
angrily	2.614	Adverb
anon	2.614	Adverb
aptly	2.614	Adverb
argues	2.614	Verb
arsehole	2.614	Noun
avast	2.614	Verb
badder	2.614	Adjective
ballsy	2.614	Adjective
banshees	2.614	Noun
barfing	2.614	Verb
bedpans	2.614	Noun
begets	2.614	Verb
belches	2.614	Verb
bisque	2.614	Noun
blacken	2.614	Verb
blare	2.614	Verb
bobcat	2.614	Noun
bock	2.614	Name
botany	2.614	Noun
bray	2.614	Name
broncos	2.614	Noun
burmese	2.614	Adjective
buzzy	2.614	Name
byline	2.614	Noun
carbide	2.614	Noun
catched	2.614	Verb
ceil	2.614	Name
censors	2.614	Noun
chee	2.614	Unclassified
chol	2.614	Name
cinders	2.614	Noun
civics	2.614	Noun
clapper	2.614	Noun
clauses	2.614	Noun
clench	2.614	Verb
cobras	2.614	Noun
commons	2.614	Name
conch	2.614	Noun
conducts	2.614	Verb
contours	2.614	Noun
cordless	2.614	Adjective
cornball	2.614	Noun
corrie	2.614	Name
cort	2.614	Name
crapping	2.614	Verb
craters	2.614	Noun
cutdown	2.614	Noun
cutlets	2.614	Noun
cycling	2.614	Verb
darken	2.614	Verb
dawdling	2.614	Verb
deduced	2.614	Verb
deft	2.614	Adjective
deluge	2.614	Noun
demi	2.614	Name
demure	2.614	Adjective
deter	2.614	Verb
devoting	2.614	Verb
diagrams	2.614	Noun
diorama	2.614	Noun
distort	2.614	Verb
doggoned	2.614	Verb
doling	2.614	Verb
dort	2.614	Name
doze	2.614	Verb
dozing	2.614	Verb
drifters	2.614	Noun
dropper	2.614	Noun
duc	2.614	Noun
duce	2.614	Name
dumpty	2.614	Noun
dunking	2.614	Verb
duster	2.614	Noun
dux	2.614	Name
eclectic	2.614	Adjective
emit	2.614	Verb
energize	2.614	Verb
enoch	2.614	Name
entwined	2.614	Verb
ephesian	2.614	Noun
equate	2.614	Verb
erupt	2.614	Verb
eruption	2.614	Noun
estrada	2.614	Name
eunuchs	2.614	Noun
expo	2.614	Noun
expunged	2.614	Verb
fable	2.614	Noun
fajitas	2.614	Noun
fallacy	2.614	Noun
fanning	2.614	Verb
farmland	2.614	Noun
feelers	2.614	Noun
fibrosis	2.614	Noun
finality	2.614	Noun
fireside	2.614	Noun
fishman	2.614	Name
fittings	2.614	Noun
fixable	2.614	Adjective
flanking	2.614	Verb
flecks	2.614	Noun
flees	2.614	Verb
flocking	2.614	Verb
floored	2.614	Verb
fogged	2.614	Verb
fonder	2.614	Adjective
foresaw	2.614	Verb
forts	2.614	Noun
fueling	2.614	Verb
ganging	2.614	Verb
gauche	2.614	Adjective
gila	2.614	Name
ginseng	2.614	Noun
girder	2.614	Noun
glade	2.614	Noun
gnomes	2.614	Noun
goldy	2.614	Noun
gomer	2.614	Name
goss	2.614	Name
gov	2.614	Noun
grandad	2.614	Noun
grander	2.614	Adjective
grasped	2.614	Verb
grooms	2.614	Noun
groped	2.614	Verb
grouping	2.614	Noun
guano	2.614	Noun
guesser	2.614	Noun
gung	2.614	Adverb
gusher	2.614	Noun
hamsters	2.614	Noun
handguns	2.614	Noun
handheld	2.614	Adjective
hapless	2.614	Adjective
headlock	2.614	Noun
headlong	2.614	Adverb
heady	2.614	Adjective
helix	2.614	Noun
henhouse	2.614	Noun
henny	2.614	Name
herm	2.614	Verb
hetero	2.614	Noun
hiatus	2.614	Noun
hindus	2.614	Noun
holiest	2.614	Adjective
holistic	2.614	Adjective
hombres	2.614	Noun
hotdog	2.614	Noun
huffy	2.614	Adjective
huntress	2.614	Noun
idling	2.614	Verb
imprison	2.614	Verb
inhalers	2.614	Noun
innards	2.614	Noun
ion	2.614	Noun
jeering	2.614	Noun
joss	2.614	Name
juicer	2.614	Noun
kissy	2.614	Noun
klaxon	2.614	Noun
knick	2.614	Noun
ladybug	2.614	Noun
lasagne	2.614	Noun
lea	2.614	Name
leng	2.614	Name
leonid	2.614	Name
leotard	2.614	Noun
libyan	2.614	Adjective
lingers	2.614	Verb
liniment	2.614	Noun
linwood	2.614	Name
loafer	2.614	Noun
loathed	2.614	Verb
lodges	2.614	Noun
loofah	2.614	Noun
looms	2.614	Verb
loosens	2.614	Verb
looted	2.614	Verb
looters	2.614	Noun
lunchbox	2.614	Noun
lustful	2.614	Adjective
mandingo	2.614	Noun
marzipan	2.614	Noun
massaged	2.614	Verb
masseur	2.614	Noun
median	2.614	Noun
mermaids	2.614	Noun
mightier	2.614	Adjective
mobbed	2.614	Verb
moco	2.614	Name
modicum	2.614	Noun
modus	2.614	Noun
moll	2.614	Name
moneys	2.614	Noun
mopes	2.614	Name
mounds	2.614	Noun
muchacha	2.614	Noun
mucous	2.614	Noun
muskets	2.614	Noun
muted	2.614	Adjective
mynah	2.614	Noun
nestle	2.614	Name
nether	2.614	Adjective
newsman	2.614	Noun
newtons	2.614	Name
nipping	2.614	Verb
nohow	2.614	Noun
normalcy	2.614	Noun
nothings	2.614	Noun
omission	2.614	Noun
onwards	2.614	Adverb
openness	2.614	Noun
opiate	2.614	Noun
opposes	2.614	Verb
opt	2.614	Verb
oracles	2.614	Noun
orc	2.614	Noun
ores	2.614	Noun
organist	2.614	Noun
orphaned	2.614	Adjective
ouija	2.614	Noun
pacifier	2.614	Noun
pacify	2.614	Verb
paisan	2.614	Noun
pariah	2.614	Noun
pats	2.614	Verb
pave	2.614	Verb
pavlov	2.614	Name
perfecto	2.614	Noun
piggie	2.614	Name
pigskin	2.614	Noun
pithy	2.614	Adjective
pixies	2.614	Noun
pleas	2.614	Noun
plucky	2.614	Adjective
pokes	2.614	Verb
polling	2.614	Noun
pomp	2.614	Noun
poopsie	2.614	Noun
popper	2.614	Noun
powders	2.614	Noun
pre	2.614	Preposition
priam	2.614	Name
prig	2.614	Noun
primrose	2.614	Noun
prologue	2.614	Noun
pungent	2.614	Adjective
quirk	2.614	Noun
raj	2.614	Name
rajah	2.614	Name
rallied	2.614	Verb
ranging	2.614	Verb
raring	2.614	Verb
rarity	2.614	Noun
reaping	2.614	Verb
redding	2.614	Name
remedial	2.614	Adjective
renown	2.614	Noun
repartee	2.614	Noun
rhodesia	2.614	Name
rickets	2.614	Noun
rivets	2.614	Noun
roadie	2.614	Noun
roomy	2.614	Adjective
rpm	2.614	Noun
runes	2.614	Noun
salina	2.614	Name
sambo	2.614	Noun
sanskrit	2.614	Name
savour	2.614	Verb
sawbuck	2.614	Noun
scalding	2.614	Verb
scampi	2.614	Noun
sceptre	2.614	Noun
schist	2.614	Noun
scrying	2.614	Verb
seconded	2.614	Verb
seducer	2.614	Noun
segments	2.614	Noun
seneca	2.614	Name
sepsis	2.614	Noun
shallows	2.614	Noun
shirra	2.614	Name
showboat	2.614	Noun
showoff	2.614	Verb
shrivel	2.614	Verb
shrug	2.614	Verb
sickbay	2.614	Noun
sickos	2.614	Noun
skimmed	2.614	Verb
slats	2.614	Noun
slavin	2.614	Name
sledding	2.614	Verb
sleepers	2.614	Noun
slider	2.614	Noun
snowfall	2.614	Noun
snowplow	2.614	Noun
snub	2.614	Noun
solids	2.614	Noun
spalding	2.614	Name
speckled	2.614	Adjective
spiritus	2.614	Name
splice	2.614	Verb
spooning	2.614	Verb
sprays	2.614	Verb
squall	2.614	Noun
squaws	2.614	Noun
steppers	2.614	Noun
steroid	2.614	Adjective
stifled	2.614	Verb
stiller	2.614	Name
stilts	2.614	Noun
stopover	2.614	Noun
stormer	2.614	Name
stylings	2.614	Noun
submerge	2.614	Verb
subside	2.614	Verb
sui	2.614	Noun
sulfate	2.614	Noun
swarthy	2.614	Adjective
swum	2.614	Verb
taming	2.614	Verb
teak	2.614	Noun
telfer	2.614	Name
tethered	2.614	Verb
thar	2.614	Verb
thorax	2.614	Noun
tidying	2.614	Verb
tiller	2.614	Noun
timmer	2.614	Name
toller	2.614	Name
topnotch	2.614	Noun
touche	2.614	Name
trouser	2.614	Noun
tryst	2.614	Noun
tutorial	2.614	Noun
twitty	2.614	Name
unbroken	2.614	Adjective
uni	2.614	Noun
unsigned	2.614	Adjective
upheaval	2.614	Noun
upshot	2.614	Noun
urinary	2.614	Adjective
vac	2.614	Noun
valets	2.614	Noun
vise	2.614	Noun
vita	2.614	Noun
waggle	2.614	Verb
waken	2.614	Verb
watchful	2.614	Adjective
waxy	2.614	Adjective
weakens	2.614	Verb
weakly	2.614	Adverb
weighted	2.614	Verb
welk	2.614	Name
whaler	2.614	Noun
wiggles	2.614	Verb
windfall	2.614	Noun
wizardry	2.614	Noun
worsen	2.614	Verb
yearned	2.614	Verb
yuk	2.614	Interjection
zeroed	2.614	Verb
acorns	2.593	Noun
acrobats	2.593	Noun
aegean	2.593	Name
afore	2.593	Conjunction
agee	2.593	Name
agnostic	2.593	Noun
alberta	2.593	Name
aldrin	2.593	Name
alls	2.593	Verb
amended	2.593	Verb
amplify	2.593	Verb
ampule	2.593	Noun
angers	2.593	Verb
angler	2.593	Noun
antigen	2.593	Noun
aperitif	2.593	Noun
arguably	2.593	Adverb
arousal	2.593	Noun
atheists	2.593	Noun
attuned	2.593	Verb
atypical	2.593	Adjective
augment	2.593	Verb
automat	2.593	Noun
baffles	2.593	Verb
baht	2.593	Name
baller	2.593	Noun
barish	2.593	Name
bec	2.593	Noun
beckons	2.593	Verb
behest	2.593	Noun
behinds	2.593	Noun
betrayer	2.593	Noun
bicycles	2.593	Noun
blouses	2.593	Noun
blowhard	2.593	Noun
boarders	2.593	Noun
boff	2.593	Verb
boggle	2.593	Verb
boing	2.593	Verb
boof	2.593	Name
bots	2.593	Noun
bouncers	2.593	Noun
boyer	2.593	Name
boyo	2.593	Noun
breeches	2.593	Noun
bulimia	2.593	Noun
bumpkin	2.593	Noun
bypassed	2.593	Verb
cabled	2.593	Verb
canaan	2.593	Noun
canons	2.593	Noun
caryl	2.593	Name
caseload	2.593	Noun
catty	2.593	Adjective
caw	2.593	Interjection
cellars	2.593	Noun
celsius	2.593	Name
chapped	2.593	Verb
chatted	2.593	Verb
checkups	2.593	Noun
chemists	2.593	Noun
